Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime,Custom_0,Custom_1,Custom_2,Custom_3,Custom_4
57.200,504,1,1,1,0,28.9000,28.9000,28.9000,-0.013659,-0.018592,-0.013659,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.300,505,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.013659,-0.028458,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.400,506,1,1,1,0,28.9000,28.9000,28.9000,-0.013659,-0.013659,-0.023525,0.010984,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.500,507,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.008726,-0.013659,0.010174,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.700,508,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.008726,-0.018592,0.010174,0.001141,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.800,509,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.013659,-0.023525,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
57.900,510,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.013659,-0.018592,0.010984,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.000,511,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.013659,-0.018592,0.010174,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.200,512,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.008726,-0.023525,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.300,513,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.013659,-0.023525,0.008553,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.400,514,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.013659,-0.018592,0.006932,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.500,515,1,1,1,0,28.9000,28.9000,28.9000,-0.013659,-0.018592,-0.018592,0.010174,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.600,516,1,1,1,0,28.9000,28.9000,28.9000,-0.018592,-0.023525,-0.033392,0.010174,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.700,517,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.013659,-0.018592,0.010174,0.011007,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.800,518,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.013659,-0.018592,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
58.900,519,1,1,1,0,28.9000,28.9000,28.9000,-0.008726,-0.018592,-0.023525,0.010984,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
59.000,520,1,1,1,0,28.9000,28.9000,28.9000,-0.013659,-0.018592,-0.023525,0.010174,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
59.100,521,1,1,1,0,28.9000,28.9000,28.9000,-0.003792,-0.013659,-0.013659,0.008553,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
