Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime,Custom_0,Custom_1,Custom_2,Custom_3,Custom_4
3.100,30,1,1,1,0,18405.0534,37783.9516,9011.2433,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,31,1,1,1,0,18393.7651,37777.3300,9015.2314,-0.008726,-0.013659,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,32,1,1,1,0,18388.3223,37788.2963,9017.1553,-0.003792,-0.008726,-0.008726,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,33,1,1,1,0,18386.1655,37792.6429,9017.9178,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,34,1,1,1,0,18384.9322,37795.1289,9018.3539,-0.008726,-0.013659,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,35,1,1,1,0,18384.5891,37795.8206,9018.4752,-0.003792,-0.013659,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,36,1,1,1,0,18384.4514,37786.0276,9018.5239,0.006074,-0.003792,0.001141,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,37,1,1,1,0,18384.3666,37761.9039,9018.5539,-0.003792,-0.008726,-0.013659,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,38,1,1,1,0,18384.3473,37756.4044,9018.5607,-0.018592,-0.018592,-0.023525,0.011007,-0.028458,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,39,1,1,1,0,18384.3420,37754.8910,9018.5626,0.006074,0.001141,-0.003792,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,40,1,1,1,0,18384.3398,37754.2874,9018.5634,-0.003792,-0.008726,-0.008726,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,41,1,1,1,0,18384.3388,37753.9977,9018.5637,-0.003792,-0.008726,-0.008726,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,42,1,1,1,0,18384.3384,37753.8738,9018.5639,-0.008726,-0.008726,-0.013659,0.001141,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,43,1,1,1,0,18384.3382,37753.8148,9018.5640,-0.008726,-0.013659,-0.013659,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,44,1,1,1,0,18384.3381,37753.7964,9018.5640,-0.008726,-0.013659,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,45,1,1,1,0,18384.3381,37753.7892,9018.5640,-0.008726,-0.013659,-0.013659,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,46,1,1,1,0,18384.3381,37753.7856,9018.5640,-0.003792,-0.008726,-0.013659,0.030740,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,47,1,1,1,0,18384.3381,37753.7841,9012.6462,-0.003792,-0.013659,-0.023525,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,48,1,1,1,0,18384.3381,37753.7834,9009.7847,-0.008726,-0.013659,-0.013659,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.100,49,1,1,1,0,18384.3381,37753.7832,9008.9098,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.300,50,1,1,1,0,18384.3381,37753.7831,9016.1674,-0.003792,-0.008726,-0.013659,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.400,51,1,1,1,0,18384.3381,37753.7831,9017.5510,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.500,52,1,1,1,0,18384.3381,37753.7831,9018.2093,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.600,53,1,1,1,0,18384.3381,37753.7831,9013.7713,0.020874,0.011007,0.001141,0.011007,0.020874,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.700,54,1,1,1,0,18384.3381,37753.7831,9015.2057,-0.003792,-0.008726,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.800,55,1,1,1,0,18384.3381,37730.4697,9017.0470,0.001141,-0.003792,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
5.900,56,1,1,1,0,18384.3381,37719.4438,9017.9182,0.001141,-0.008726,-0.013659,0.025807,0.006074,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.000,57,1,1,1,0,18384.3381,37714.1329,9018.3379,-0.008726,-0.013659,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.100,58,1,1,1,0,18384.3381,37712.4810,9018.4684,-0.008726,-0.013659,-0.018592,0.030740,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.200,59,1,1,1,0,18384.3381,37711.7827,9018.5236,-0.003792,-0.008726,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.300,60,1,1,1,0,18384.3381,37711.5042,9018.5456,-0.003792,-0.008726,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.400,61,1,1,1,0,18389.0340,37711.3700,9018.5562,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.500,62,1,1,1,0,18397.8582,37711.3164,9018.5605,-0.003792,-0.013659,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.600,63,1,1,1,0,18390.0111,37711.2904,9018.5625,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.700,64,1,1,1,0,18398.7945,37711.2795,9018.5634,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.800,65,1,1,1,0,18389.3988,37711.2743,9018.5638,-0.013659,-0.018592,-0.018592,0.040606,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
6.900,66,1,1,1,0,18398.5396,37711.2727,9018.5639,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.000,67,1,1,1,0,18390.3860,37711.2721,9018.5640,-0.003792,-0.008726,-0.013659,0.011007,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.100,68,1,1,1,0,18387.0907,37711.2718,9018.5640,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.200,69,1,1,1,0,18376.0769,37711.2717,9018.5640,-0.013659,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.300,70,1,1,1,0,18377.7259,37711.2716,9018.5640,-0.003792,-0.013659,-0.018592,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.400,71,1,1,1,0,18382.1882,37711.2716,9018.5640,-0.003792,-0.013659,-0.013659,0.006074,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.500,72,1,1,1,0,18374.0966,37735.6822,9018.5640,-0.008726,-0.018592,-0.023525,0.006074,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.600,73,1,1,1,0,18376.8241,37745.5430,9016.2472,-0.003792,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.700,74,1,1,1,0,18381.1620,37750.3002,9011.6360,-0.008726,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.800,75,1,1,1,0,18382.9027,37752.2090,9009.7864,-0.008726,-0.013659,-0.018592,0.035673,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
7.900,76,1,1,1,0,18383.7317,37753.1181,9008.9055,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.000,77,1,1,1,0,18384.0816,37753.5018,9008.5338,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.200,78,1,1,1,0,18384.2887,37753.7290,9016.6337,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.300,79,1,1,1,0,18384.3154,37753.7582,9017.6785,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.400,80,1,1,1,0,18384.3286,37753.7726,9013.9855,-0.003792,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.500,81,1,1,1,0,18384.3341,37753.7787,9010.6818,-0.003792,-0.013659,-0.018592,0.006074,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.600,82,1,1,1,0,18384.3367,37753.7815,9009.1153,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.700,83,1,1,1,0,18384.3375,37753.7824,9008.6223,-0.008726,-0.013659,-0.018592,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.800,84,1,1,1,0,18384.3378,37753.7828,9013.0548,-0.018592,-0.023525,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
8.900,85,1,1,1,0,18384.3380,37753.7829,9011.8222,-0.003792,-0.008726,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.000,86,1,1,1,0,18384.3380,37753.7830,9009.7640,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.100,87,1,1,1,0,18384.3380,37753.7830,9008.9506,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.200,88,1,1,1,0,18384.3381,37753.7830,9008.5526,-0.008726,-0.013659,-0.013659,0.020874,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.300,89,1,1,1,0,18384.3381,37753.7831,9008.3929,-0.003792,-0.008726,-0.013659,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.400,90,1,1,1,0,18384.3381,37753.7831,9008.3041,0.006074,-0.003792,-0.018592,0.006074,0.001141,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.500,91,1,1,1,0,18384.3381,37753.7831,9008.2794,-0.003792,-0.013659,-0.018592,0.006074,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.600,92,1,1,1,0,18384.3381,37736.4224,9008.2696,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.700,93,1,1,1,0,18384.3381,37721.8192,9008.2648,-0.003792,-0.008726,-0.018592,0.006074,-0.018592,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.800,94,1,1,1,0,18384.3381,37715.7614,9008.2628,-0.008726,-0.013659,-0.018592,0.030740,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
9.900,95,1,1,1,0,18384.3381,37712.8316,9008.2618,-0.008726,-0.013659,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.000,96,1,1,1,0,18379.5184,37711.9360,9012.4198,-0.003792,-0.008726,-0.023525,0.015940,0.015940,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.100,97,1,1,1,0,18370.1972,37711.5504,9015.9852,-0.003792,-0.013659,-0.018592,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.300,98,1,1,1,0,18364.7447,37711.3248,9018.0718,-0.008726,-0.013659,-0.023525,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.400,99,1,1,1,0,18364.0487,37711.2960,9018.3382,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.500,100,1,1,1,0,18363.7099,37711.2820,9018.4679,-0.008726,-0.018592,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.600,101,1,1,1,0,18363.5649,37711.2760,9018.5234,-0.013659,-0.018592,-0.023525,0.025807,-0.033392,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.700,102,1,1,1,0,18363.4960,37711.2731,9018.5498,-0.008726,-0.013659,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.800,103,1,1,1,0,18363.4746,37730.2407,9018.5580,-0.008726,-0.018592,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
10.900,104,1,1,1,0,18363.4659,37743.1480,9018.5613,-0.013659,-0.018592,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.000,105,1,1,1,0,18371.9839,37749.2552,9018.5628,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.100,106,1,1,1,0,18369.7936,37751.8703,9018.5635,0.011007,-0.003792,-0.018592,0.011007,0.001141,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.200,107,1,1,1,0,18374.3538,37753.1234,9018.5638,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.400,108,1,1,1,0,18368.2534,37753.6169,9012.9497,-0.003792,-0.013659,-0.023525,0.050473,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.500,109,1,1,1,0,18365.0296,37753.7286,9009.7973,-0.008726,-0.013659,-0.028458,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.600,110,1,1,1,0,18364.1231,37753.7600,9008.9109,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.700,111,1,1,1,0,18363.7589,37753.7727,9008.5547,-0.008726,-0.013659,-0.023525,0.015940,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.800,112,1,1,1,0,18363.5973,37753.7783,9008.3967,-0.008726,-0.018592,-0.023525,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
11.900,113,1,1,1,0,18363.5128,37753.7812,9008.3141,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.000,114,1,1,1,0,18363.4834,37743.7193,9008.2853,-0.013659,-0.018592,-0.023525,0.035673,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.100,115,1,1,1,0,18363.4669,37721.8948,9008.2692,-0.008726,-0.018592,-0.023525,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.200,116,1,1,1,0,18363.4625,37716.0700,9008.2649,-0.008726,-0.013659,-0.023525,0.035673,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.400,117,1,1,1,0,18363.4598,37712.4803,9008.2622,-0.003792,-0.008726,-0.008726,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.500,118,1,1,1,0,18363.4591,37711.6618,9008.2616,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.600,119,1,1,1,0,18363.4590,37711.4365,9008.2615,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.700,120,1,1,1,0,18363.4589,37711.3472,9008.2614,-0.008726,-0.013659,-0.018592,0.015940,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.800,121,1,1,1,0,18363.4589,37711.3035,9008.2614,-0.003792,-0.008726,-0.013659,0.030740,0.001141,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
12.900,122,1,1,1,0,18363.4589,37711.2851,9008.2613,-0.008726,-0.013659,-0.018592,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.000,123,1,1,1,0,18363.4589,37711.2777,9008.2613,-0.008726,-0.013659,-0.018592,0.001141,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.100,124,1,1,1,0,18363.4589,37720.8276,9008.2613,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.200,125,1,1,1,0,18363.4589,37739.9508,9008.2613,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.300,126,1,1,1,0,18363.4589,37747.4375,9008.2613,-0.008726,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.400,127,1,1,1,0,18363.4589,37751.1008,9008.2613,-0.003792,-0.003792,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.500,128,1,1,1,0,18363.4589,37752.5715,9008.2613,-0.003792,-0.013659,-0.018592,-0.008726,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.600,129,1,1,1,0,18375.4480,37753.2673,9008.2613,-0.003792,-0.013659,-0.018592,-0.003792,0.001141,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.700,130,1,1,1,0,18381.4693,37753.6166,9003.5789,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.800,131,1,1,1,0,18383.0221,37753.7067,9000.5406,-0.008726,-0.013659,-0.018592,-0.003792,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
13.900,132,1,1,1,0,18383.7822,37753.7508,8999.0539,-0.018592,-0.023525,-0.023525,0.020874,-0.013659,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.000,133,1,1,1,0,18384.1031,37753.7694,8998.4261,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.100,134,1,1,1,0,18384.2311,37753.7769,8998.1757,-0.008726,-0.018592,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.200,135,1,1,1,0,18384.2929,37753.7804,8998.0549,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.400,136,1,1,1,0,18384.3295,37753.7826,8997.9834,-0.003792,-0.008726,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.500,137,1,1,1,0,18384.3341,37753.7828,8997.9742,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.600,138,1,1,1,0,18384.3364,37753.7830,8997.9698,-0.003792,-0.013659,-0.018592,0.020874,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.700,139,1,1,1,0,18384.3374,37753.7830,8997.9679,-0.008726,-0.013659,-0.018592,0.020874,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.800,140,1,1,1,0,18384.3378,37753.7830,9000.3420,-0.008726,-0.013659,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
14.900,141,1,1,1,0,18384.3380,37753.7830,9004.9136,-0.003792,-0.008726,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
15.000,142,1,1,1,0,18384.3380,37753.7831,9006.8470,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
15.100,143,1,1,1,0,18384.3381,37753.7831,9007.6175,-0.008726,-0.013659,-0.018592,0.001141,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
15.200,144,1,1,1,0,18384.3381,37778.3414,9007.9892,-0.003792,-0.008726,-0.013659,0.011007,-0.003792,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000
